State,Type,Name,Office,Party,Incumbent,cm_url
Texas,State,Albert Hunter,Texas House of Representatives District 13,Democratic,N,https://www.linkedin.com/in/paynegriffin
Texas,State,Desiree Venable,Texas House of Representatives District 17,Democratic,N,https://www.linkedin.com/in/lindsayvenable
Texas,State,J. Daggett,Texas House of Representatives District 25,Democratic,N,https://www.linkedin.com/in/joverturf
Texas,State,Daniel Lee,Texas House of Representatives District 26,Democratic,N,https://www.linkedin.com/in/daniel-akeroyd-889a061a8
Texas,State,Adrienne Bell,Texas House of Representatives District 29,Democratic,N,https://www.linkedin.com/in/adrienneebell
Texas,State,Oscar Longoria,Texas House of Representatives District 35,Democratic,Y,https://www.linkedin.com/in/andres--lopez
Texas,State,Erin Gamez,Texas House of Representatives District 38,Democratic,Y,https://www.linkedin.com/in/nicolas-kalla-a2689a83
Texas,State,James Talarico,Texas House of Representatives District 50,Democratic,Y,https://www.linkedin.com/in/sethkrasne
Texas,State,Collin Johnson,Texas House of Representatives District 57,Democratic,N,https://www.linkedin.com/in/julie-johnson-188b7a279
Texas,State,Angela Brewer,Texas House of Representatives District 64,Democratic,N,https://www.linkedin.com/in/zacharycoomes
Texas,State,Noah Lopez,Texas House of Representatives District 84,Democratic,N,https://www.linkedin.com/in/noahplopez
Texas,State,Darrel Evans,Texas House of Representatives District 89,Democratic,N,https://www.linkedin.com/in/darrel-evans-a7476859
Texas,State,Nicole Collier,Texas House of Representatives District 95,Democratic,Y,https://www.linkedin.com/in/mhwilson3
Texas,State,Scott Bryan White,Texas House of Representatives District 98,Democratic,N,https://www.linkedin.com/in/bryanlwhite
Texas,State,Rafael Anchia,Texas House of Representatives District 103,Democratic,Y,https://www.linkedin.com/in/rafael-anchia-426a114
Texas,State,Jessica Gonzalez,Texas House of Representatives District 104,Democratic,Y,https://www.linkedin.com/in/jose-rico-aa2667188
Texas,State,Doug Peterson,Texas House of Representatives District 129,Democratic,N,https://www.linkedin.com/in/doug-peterson-ba79274
Texas,State,Ann Johnson,Texas House of Representatives District 134,Democratic,Y,https://www.linkedin.com/in/cyrus-hosseini
Texas,State,Gene Wu,Texas House of Representatives District 137,Democratic,Y,https://www.linkedin.com/in/lauramariegonzales
Texas,State,Stephanie Morales,Texas House of Representatives District 138,Democratic,N,https://www.linkedin.com/in/stephanie-morales-3a8890a2
Texas,State,Shawn Thierry,Texas House of Representatives District 146,Democratic,Y,https://www.linkedin.com/in/shelby-thierry-a14820207
Texas,State,Lauren Ashley Simmons,Texas House of Representatives District 146,Democratic,N,https://www.linkedin.com/in/sophie-adams-48469a187
Texas,State,Penny Morales Shaw,Texas House of Representatives District 148,Democratic,Y,https://www.linkedin.com/in/stacyagonzalez
Texas,State,Marisela Jimenez,Texas House of Representatives District 150,Democratic,N,https://www.linkedin.com/in/maricela-jimenez-ba9b25128
Texas,State,Gina Benavides,Texas Thirteenth District Court of Appeals Chief Justice,Democratic,N,https://www.linkedin.com/in/dfcollins
Texas,State,Jose Martinez,Texas Thirteenth District Court of Appeals Place 4,Democratic,N,https://www.linkedin.com/in/jose-martinez-10002199
Texas,State,Regina Compian Richardson,Texas Thirteenth District Court of Appeals Place 5,Democratic,N,https://www.linkedin.com/in/randy-richardson-td
Texas,Local,Alma Trejo,El Paso County District Attorney,Democratic,N,https://www.linkedin.com/in/alma-trejo-116b74132
Texas,Local,Sean Teare,Harris County District Attorney,Democratic,N,https://www.linkedin.com/in/alex-philley-b0692b166
Texas,Local,Marco Montemayor,Webb County Attorney,Democratic,Y,https://www.linkedin.com/in/marco-montemayor-21634472
Texas,Local,Tommy Bedford,Denton County Commissioners Court District 1,Democratic,N,https://www.linkedin.com/in/hunter-martinez-7aa5b72a
Texas,Local,Frank Almada,El Paso County Constable Precinct 1,Democratic,N,https://www.linkedin.com/in/frankalmada
Texas,Local,Javier Garcia,El Paso County Constable Precinct 6,Democratic,Y,https://www.linkedin.com/in/javier-garcia-aa5134152
Texas,Local,Taral Patel,Fort Bend County Commissioners Court Precinct 3,Democratic,N,https://www.linkedin.com/in/samantha--tipton
Texas,Local,Sam Hutchison,Harris County Constable Precinct 4,Democratic,N,https://www.linkedin.com/in/mark-herman-90a5408a
Texas,Local,James Phillips,Harris County Constable Precinct 7,Democratic,N,https://www.linkedin.com/in/vote-gary-hicks-sr-for-harris-county-constable-precinct-7-0a3a0b27a
Texas,Local,Jimmy Rivera,Nueces County Constable Precinct 3,Democratic,Y,https://www.linkedin.com/in/james-rivera-22461510b
Texas,Local,Mickey Chance,Williamson County Constable Precinct 1,Democratic,Y,https://www.linkedin.com/in/deke-pierce-b0310b15
Texas,Local,Catalina Garcia,Dallas County Community College District Board of Trustees District 1,Nonpartisan,Y,https://www.linkedin.com/in/catalina-garcia-cata
Texas,Local,Joey Rodriguez,Dallas County Community College District Board of Trustees District 7,Nonpartisan,N,https://www.linkedin.com/in/joey-rodriguez-346a03302
Texas,Local,Gustavo Garcia,Irving City Council Place 4,Nonpartisan,N,https://www.linkedin.com/in/gustavo-garcia-01428a61
Texas,Local,David Gutierrez,Irving City Council Place 4,Nonpartisan,N,https://www.linkedin.com/in/david-g-gutierrez
Texas,Local,Jeff Larson,"Clear Creek Independent School District, District 4",Nonpartisan,Y,https://www.linkedin.com/in/jeffreyalanlarson
Texas,Local,Chris Roberts,"Dallas Independent School District, District 1",Nonpartisan,N,https://www.linkedin.com/in/chris-m-roberts
Texas,Local,Adam Schoof,"Fort Bend Independent School District, Position 2",Nonpartisan,N,https://www.linkedin.com/in/scheffie-lindquist-371b4094
Texas,Local,Terry Brooks,Grand Prairie Independent School District school board Place 1,Nonpartisan,Y,https://www.linkedin.com/in/terry-brooks-0b2a5070
Texas,Local,Quinnie Nichols,"Lancaster Independent School District, District 2",Nonpartisan,N,https://www.linkedin.com/in/jacqueline-m-bell
Texas,Local,Chris Evans,"North East Independent School District, District 5",Nonpartisan,N,https://www.linkedin.com/in/chris-evans-4691362
Texas,Local,Dick Rasmussen,"North East Independent School District, District 5",Nonpartisan,N,https://www.linkedin.com/in/dick-rasmussen-67602441
Texas,Local,Clay Page,"Alamo Heights Independent School District, Place 5",Nonpartisan,Y,https://www.linkedin.com/in/christopher-mcdow-b5ba381a9
Texas,Local,Jonathan Cottrell,"Clear Creek Independent School District, At-large Position A",Nonpartisan,Y,https://www.linkedin.com/in/jonathancottrell
Texas,Local,Sherrie Salas,"Frisco Independent School District, Place 6",Nonpartisan,N,https://www.linkedin.com/in/sherrie-salas-54aa8265
Texas,Local,Wes Johnson,"Garland Independent School District, Place 7",Nonpartisan,Y,https://www.linkedin.com/in/wes-johnson-28649b30
Texas,Local,Katy Armstrong,"Hays Consolidated Independent School District, At-large",Nonpartisan,N,https://www.linkedin.com/in/katy-r-armstrong
Texas,Local,David Olson,"Katy Independent School District, Position 7",Nonpartisan,N,https://www.linkedin.com/in/dpolson
Texas,Local,Elaine Hornsby Whitlock,Mesquite Independent School District school board Place 6,Nonpartisan,Y,https://www.linkedin.com/in/elaine-whitlock-87b0ab1b
Texas,Local,Daniel Carrillo,Southwest Independent School District school board At-large3 seats,Nonpartisan,Y,https://www.linkedin.com/in/daniel-carrillo-a323535b
Texas,Local,James Sullivan,Southwest Independent School District school board At-large3 seats,Nonpartisan,Y,https://www.linkedin.com/in/james-sullivan-10290874
Texas,Local,Carla Reyes Medina,Southwest Independent School District school board At-large3 seats,Nonpartisan,N,https://www.linkedin.com/in/carlareyes
Texas,Local,Matthew Cone,Spring Branch Independent School District school board Position 3,Nonpartisan,N,https://www.linkedin.com/in/greggibsonjr
Texas,Local,Ronald Hanson,Spring Branch Independent School District school board Position 3,Nonpartisan,N,https://www.linkedin.com/in/ronald-hanson-3466ba275
Texas,Local,Terry Henderson,Nueces County Justice of the Peace Precinct 2 Place 1,Democratic,N,https://www.linkedin.com/in/terryhenderson
Texas,Local,Carlos Carrasco,El Paso County Criminal Court at Law No. 3,Democratic,Y,https://www.linkedin.com/in/carlos-carrasco-a50495197
Texas,Local,Jessica Vazquez,El Paso County Criminal Court at Law No. 4,Democratic,Y,https://www.linkedin.com/in/jessica-vasquez-98071b85
Texas,Local,Carlos Valdez,Texas 28th District Court,Democratic,N,https://www.linkedin.com/in/carlosvaldezphd
Texas,Local,Norma Gonzales,Texas 131st District Court,Democratic,Y,https://www.linkedin.com/in/norma-gonzales-a384586
Texas,Local,Laura Salinas,Texas 166th District Court,Democratic,Y,https://www.linkedin.com/in/laura-salinas-a9ab58176
Texas,Local,Robert Johnson,Texas 177th District Court,Democratic,Y,https://www.linkedin.com/in/johnsonrobertm
Texas,Local,Ana Martinez,Texas 179th District Court,Democratic,Y,https://www.linkedin.com/in/ana-martinez-531290154
Texas,Local,Elaine H. Palmer,Texas 215th District Court,Democratic,Y,https://www.linkedin.com/in/justin-r-jordan-66997218
Texas,Local,Te'iva Bell,Texas 339th District Court,Democratic,Y,https://www.linkedin.com/in/princess-jefferson-0897a990
Texas,Local,Marlene Gonzalez,Texas 388th District Court,Democratic,Y,https://www.linkedin.com/in/mayte-gonzalez-0b7661b0
Texas,Local,Kim Williams,Travis County Court at Law No. 9,Democratic,Y,https://www.linkedin.com/in/kimberly-williams-76b704125
Utah,State,Stacy Bernal,Utah State Senate District 3,Democratic,N,https://www.linkedin.com/in/stacy-bernal-469828245
Utah,State,Alan Hansen,Utah State Senate District 25,Democratic,N,https://www.linkedin.com/in/blazebullock
Utah,State,Chris Reid,Utah House of Representatives District 1,Democratic,N,https://www.linkedin.com/in/chrisrreid
Utah,State,Kris Campbell,Utah House of Representatives District 4,Democratic,N,https://www.linkedin.com/in/kriscampbell353
Utah,State,Sharon Hilton,Utah House of Representatives District 12,Democratic,N,https://www.linkedin.com/in/sharonhilton
Utah,State,Lorri Rogers,Utah House of Representatives District 13,Democratic,N,https://www.linkedin.com/in/jackie-rogers-583816107
Utah,State,Mark Dee Whitaker,Utah House of Representatives District 18,Democratic,N,https://www.linkedin.com/in/whitakermarkr
Utah,State,Jeff Howell,Utah House of Representatives District 23,Democratic,N,https://www.linkedin.com/in/ashlan-gruwell
Utah,State,Hoang Nguyen,Utah House of Representatives District 23,Democratic,N,https://www.linkedin.com/in/jenessa-jimoh-1b84431a9
Utah,State,Joel Briscoe,Utah House of Representatives District 24,Democratic,Y,https://www.linkedin.com/in/beau-jenson-0a499224b
Utah,State,Grant Miller,Utah House of Representatives District 24,Democratic,N,https://www.linkedin.com/in/kaleb-payne-bb40a1198
Utah,State,Ron Draper,Utah House of Representatives District 29,Democratic,N,https://www.linkedin.com/in/ron-draper-387b40166
Utah,State,Andrew Stoddard,Utah House of Representatives District 40,Democratic,Y,https://www.linkedin.com/in/daniel-jenkins-little
Utah,State,Joshua Sorensen,Utah House of Representatives District 58,Democratic,N,https://www.linkedin.com/in/joshua-sorensen
Utah,State,Kevin Slater,Utah House of Representatives District 62,Democratic,N,https://www.linkedin.com/in/kevinslater53
Utah,State,Rick Dougan,Utah House of Representatives District 64,Democratic,N,https://www.linkedin.com/in/leimer
Utah,Local,Scott Carlson,"Alpine School District, District 3",Nonpartisan,N,https://www.linkedin.com/in/scottcarlson2
Utah,Local,Alicia Alba,"Alpine School District, District 5",Nonpartisan,N,https://www.linkedin.com/in/alicia-alba-a130b92b1?trk=people-guest_people_search-card
Utah,Local,John T. Gadd,"Alpine School District, District 5",Nonpartisan,N,https://www.linkedin.com/in/johngadd
Utah,Local,Mont L. Millerberg,"Canyons School District, District 1",Nonpartisan,Y,https://www.linkedin.com/in/sbedwards3684
Utah,Local,Jackson Lewis,"Canyons School District, District 1",Nonpartisan,N,https://www.linkedin.com/in/jonlewis79
Utah,Local,Katie Dahle,"Canyons School District, District 3",Nonpartisan,N,https://www.linkedin.com/in/katiedahle
Utah,Local,Jordan Davis,"Canyons School District, District 7",Nonpartisan,N,https://www.linkedin.com/in/yorudan
Utah,Local,Nicole McDermott,Granite School District Precinct IV,Nonpartisan,Y,https://www.linkedin.com/in/nicolemcdermottreiser
Utah,Local,Mitchell Atencio,"Jordan School District, Voting District 5",Nonpartisan,N,https://www.linkedin.com/in/john-atencio-67977b80
Utah,Local,Niki George,"Jordan School District, Voting District 6",Nonpartisan,Y,https://www.linkedin.com/in/davidbowmanjr
Utah,Local,Lauren R. Drown,"Nebo School District, District 1",Nonpartisan,N,https://www.linkedin.com/in/lauren-down
Utah,Local,John Taylor,"Nebo School District, District 6",Nonpartisan,Y,https://www.linkedin.com/in/john-taylor-ma-a2303077
Utah,Local,Jason V. Slack,"Nebo School District, District 7",Nonpartisan,N,https://www.linkedin.com/in/jason-slack-82343b45
Utah,Local,B. Scott Wilson,"Nebo School District, District 7",Nonpartisan,N,https://www.linkedin.com/in/rebecca-wilson-9a6593b2
Utah,Local,Douglas Hurst,"Weber School District, District 5",Nonpartisan,Y,https://www.linkedin.com/in/phil-douglass-1759459
Utah,Local,Wyle J. Williams,"Weber School District, District 7",Nonpartisan,N,https://www.linkedin.com/in/james-child-26b6b174
Utah,Local,Jennifer Larsen Brooks,"Davis School District, Precinct 2",Nonpartisan,N,https://www.linkedin.com/in/jenn-larsen-0a755356
Utah,Local,Jeffery S. Young,"Davis School District, Precinct 4",Nonpartisan,N,https://www.linkedin.com/in/jeffrey-young-9702b42
Utah,Local,Michelle Barber,"Davis School District, Precinct 5",Nonpartisan,Y,https://www.linkedin.com/in/michelle-barney-6942a1b7
Vermont,Federal,Becca Balint,U.S. House Vermont At-large District,Democratic,Y,https://www.linkedin.com/in/natalie-silver-50024797
Virginia,Federal,Herb Jones,U.S. House Virginia District 1,Democratic,N,https://www.linkedin.com/in/russell-swartz-a173b01b8
Virginia,Federal,Jake Denton,U.S. House Virginia District 2,Democratic,N,https://www.linkedin.com/in/thejakedenton
Virginia,Federal,Whitney Kerr,U.S. House Virginia District 7,Democratic,N,https://www.linkedin.com/in/whitneyantoinette/es
Virginia,Federal,Andrew Campbell,U.S. House Virginia District 8,Democratic,N,https://www.linkedin.com/in/andrew-campbell-031171144
Virginia,Federal,Marion Devoe,U.S. House Virginia District 10,Democratic,N,https://www.linkedin.com/in/marion-devoe-6831b3173
Virginia,Federal,Travis Nembhard,U.S. House Virginia District 10,Democratic,N,https://www.linkedin.com/in/ddrew009
Virginia,Federal,Gerald Edward Connolly,U.S. House Virginia District 11,Democratic,Y,https://www.linkedin.com/in/jake-green-037721162
Washington,Federal,Maria Cantwell,U.S. Senate Washington,Democratic,Y,https://www.linkedin.com/in/cameronwcaldwell
Washington,Federal,John Peterson,U.S. Senate Washington,Democratic,N,https://www.linkedin.com/in/johnedwinpeterson
Washington,Federal,Suzan DelBene,U.S. House Washington District 1,Democratic,Y,https://www.linkedin.com/in/melissaiplummer
Washington,Federal,Davy Ray,U.S. House Washington District 3,Democratic,N,https://www.linkedin.com/in/davidgibbon1
Washington,Federal,Ann Marie Danimus,U.S. House Washington District 5,Democratic,N,https://www.linkedin.com/in/annmariedanimus
Washington,Federal,Kim Schrier,U.S. House Washington District 8,Democratic,Y,https://www.linkedin.com/in/devondavenport
Washington,Federal,Eric Mahaffy,U.S. House Washington District 10,Democratic,N,https://www.linkedin.com/in/danabye
Washington,State,Bob Ferguson,Governor of Washington,Democratic,N,https://www.linkedin.com/in/wellesley-daniels
Washington,State,Fred Grant,Governor of Washington,Democratic,N,https://www.linkedin.com/in/fred-grant-4ab87637
Washington,State,Don Rivers,Governor of Washington,Democratic,N,https://www.linkedin.com/in/donovan-rivers-33003789
Washington,State,Eric Nelson,Governor of Washington,No party preference,N,https://www.linkedin.com/in/eric-nelson-2a260810
Washington,State,Bobbie Samons,Governor of Washington,No party preference,N,https://www.linkedin.com/in/salmonsjd
Washington,State,David Olson,Washington Superintendent of Public Instruction,Nonpartisan,N,https://www.linkedin.com/in/davidjolson
Washington,State,David Spring,Washington Superintendent of Public Instruction,Nonpartisan,N,https://www.linkedin.com/in/zacmurphy
Washington,State,Bill Ramos,Washington State Senate District 5,Democratic,N,https://www.linkedin.com/in/thomasdubeau
Washington,State,Mike Chapman,Washington State Senate District 24,Democratic,N,https://www.linkedin.com/in/connie-gallant-b7544712
Washington,State,Natasha Hill,Washington House of Representatives District 3-Position 1,Democratic,N,https://www.linkedin.com/in/natasha-hill
WestVirginia,Federal,Don Blankenship,U.S. Senate West Virginia,Democratic,N,https://www.linkedin.com/in/mattsgallagher
WestVirginia,State,Teresa Toriseva,Attorney General of West Virginia,Democratic,N,https://www.linkedin.com/in/teresa-toriseva-6472a133
WestVirginia,State,Deborah Styles,West Virginia Commissioner of Agriculture,Democratic,N,https://www.linkedin.com/in/debra-gard-a7a63138
WestVirginia,State,David Cantrell,West Virginia House of Delegates District 3,Democratic,N,https://www.linkedin.com/in/davidcantrell
WestVirginia,State,Jim Marion,West Virginia House of Delegates District 14,Democratic,N,https://www.linkedin.com/in/calliempruett
WestVirginia,State,Andrea Meadows,West Virginia House of Delegates District 18,Democratic,N,https://www.linkedin.com/in/andreameadows
WestVirginia,State,Amanda Beach-Burge,West Virginia House of Delegates District 23,Democratic,N,https://www.linkedin.com/in/amanda-cadle-8ba723167
WestVirginia,State,Wayne Williamson,West Virginia House of Delegates District 29,Democratic,N,https://www.linkedin.com/in/waynewillamson
WestVirginia,State,April Estep,West Virginia House of Delegates District 32,Democratic,N,https://www.linkedin.com/in/april-estep-31621b10a
WestVirginia,State,Addam Gibson,West Virginia House of Delegates District 42,Democratic,N,https://www.linkedin.com/in/adam-gibson-4113159
WestVirginia,State,Tony O. Martin,West Virginia House of Delegates District 44,Democratic,N,https://www.linkedin.com/in/anthonylewismartin
WestVirginia,State,Jean Nutter,West Virginia House of Delegates District 49,Democratic,N,https://www.linkedin.com/in/jared-nutter-9629271b4
WestVirginia,State,Cody Thompson,West Virginia House of Delegates District 67,Democratic,N,https://www.linkedin.com/in/cody-thompson-51614347
WestVirginia,State,Alyson Reeves,West Virginia House of Delegates District 89,Democratic,N,https://www.linkedin.com/in/vanessa-reaves-92882a40
WestVirginia,State,Aniqua Lower,West Virginia House of Delegates District 96,Democratic,N,https://www.linkedin.com/in/matthewkingphd
Wisconsin,Federal,Joshua Harrington,U.S. Senate Wisconsin,No Party Affiliation,N,https://www.linkedin.com/in/claire-steven-47a16210b
Wisconsin,Federal,Mark Pocan,U.S. House Wisconsin District 2,Democratic,Y,https://www.linkedin.com/in/dane-varese-10235755
Wisconsin,Federal,Andrew Beck,U.S. House Wisconsin District 5,Democratic,N,https://www.linkedin.com/in/macey-matthews-19176849
Wisconsin,State,Jimmy Anderson,Wisconsin State Senate District 16,Democratic,N,https://www.linkedin.com/in/logan-vidal-811617b2
Wisconsin,State,Kyle Kunicki,Wisconsin State Assembly District 40,Democratic,N,https://www.linkedin.com/in/kyle-kunicki-4ab67b209
Wisconsin,State,Randy Udell,Wisconsin State Assembly District 47,Democratic,N,https://www.linkedin.com/in/samkaufmannwi
Wisconsin,State,Zachary Roper,Wisconsin State Assembly District 84,Democratic,N,https://www.linkedin.com/in/zachary-roper-88b083186
Wisconsin,Local,Evan Goyke,Milwaukee City Attorney,Nonpartisan,N,https://www.linkedin.com/in/maura-haydin-b33687135
Wisconsin,Local,Jeffrey Kroning,Dane County Board of Supervisors District 21,Nonpartisan,N,https://www.linkedin.com/in/patrick-miles-a2704367
Wisconsin,Local,Maureen McCarville,Dane County Board of Supervisors District 22,Nonpartisan,Y,https://www.linkedin.com/in/mccarville-maureen-326404a2
Wisconsin,Local,Bruce Winter,Milwaukee Common Council District 5,Nonpartisan,N,https://www.linkedin.com/in/bruce-winter-b0122abb
Wisconsin,Local,Ryan M. Antczak,Milwaukee Common Council District 8,Nonpartisan,N,https://www.linkedin.com/in/ryan-antczak-1849a8232
Wisconsin,Local,Daniel Osborne,Middleton-Cross Plains Area School District Board of Education Area V,Nonpartisan,N,https://www.linkedin.com/in/danielmosborne
Wisconsin,Local,Joseph Wall,Milwaukee County Circuit Court Branch 20,Nonpartisan,Y,https://www.linkedin.com/in/joseph-wall-75432114
Wisconsin,Local,Jeffrey Wagner,Milwaukee County Circuit Court Branch 38,Nonpartisan,Y,https://www.linkedin.com/in/jeffrey-wagner-a6ba339a
Wisconsin,Local,Jane Carroll,Milwaukee County Circuit Court Branch 39,Nonpartisan,Y,https://au.linkedin.com/in/jane-carroll-24b86919
