,State,Type,Name,Office,Party,Status
11564,WestVirginia,Federal,Alexander Mooney,U.S. Senate West Virginia,Republican,On the BallotPrimary
11565,WestVirginia,Federal,Don Blankenship,U.S. Senate West Virginia,Democratic,On the BallotPrimary
11566,WestVirginia,Federal,Glenn Elliott,U.S. Senate West Virginia,Democratic,On the BallotPrimary
11567,WestVirginia,Federal,Zachary Shrewsbury,U.S. Senate West Virginia,Democratic,On the BallotPrimary
11568,WestVirginia,Federal,Michael Sigmon,U.S. Senate West Virginia,Independent,Candidacy DeclaredGeneral
11569,WestVirginia,Federal,Carol MillerIncumbent,U.S. House West Virginia District 1,Republican,On the BallotPrimary
11570,WestVirginia,Federal,Derrick Evans,U.S. House West Virginia District 1,Republican,On the BallotPrimary
11571,WestVirginia,Federal,Chris Reed,U.S. House West Virginia District 1,Democratic,On the BallotPrimary
11572,WestVirginia,Federal,Jim Umberger,U.S. House West Virginia District 1,Democratic,On the BallotPrimary
11573,WestVirginia,Federal,Wes Holden,U.S. House West Virginia District 1,Independent,Candidacy DeclaredGeneral
11574,WestVirginia,Federal,Dennis Cain,U.S. House West Virginia District 2,Republican,On the BallotPrimary
11575,WestVirginia,Federal,Joseph Earley,U.S. House West Virginia District 2,Republican,On the BallotPrimary
11576,WestVirginia,Federal,Alexander Gaaserud,U.S. House West Virginia District 2,Republican,On the BallotPrimary
11577,WestVirginia,Federal,Riley Moore,U.S. House West Virginia District 2,Republican,On the BallotPrimary
11578,WestVirginia,Federal,Chris Walker,U.S. House West Virginia District 2,Republican,On the BallotPrimary
11579,WestVirginia,Federal,Steven Wendelin,U.S. House West Virginia District 2,Democratic,On the BallotPrimary
11580,WestVirginia,Unknown,Moore Capito,Governor of West Virginia,Republican,On the BallotPrimary
11581,WestVirginia,Unknown,Kevin Christian,Governor of West Virginia,Republican,On the BallotPrimary
11582,WestVirginia,Unknown,Chris Miller,Governor of West Virginia,Republican,On the BallotPrimary
11583,WestVirginia,Unknown,Patrick Morrisey,Governor of West Virginia,Republican,On the BallotPrimary
11584,WestVirginia,Unknown,Mitch Roberts,Governor of West Virginia,Republican,On the BallotPrimary
11585,WestVirginia,Unknown,Mac Warner,Governor of West Virginia,Republican,On the BallotPrimary
11586,WestVirginia,Unknown,Steve Williams,Governor of West Virginia,Democratic,On the BallotPrimary
11587,WestVirginia,Unknown,Chase Linko-Looper,Governor of West Virginia,Mountain Party,On the BallotPrimary
11588,WestVirginia,Unknown,Erika Kolenich,Governor of West Virginia,Libertarian,Candidacy DeclaredGeneral
11589,WestVirginia,Unknown,John B. McCuskey,Attorney General of West Virginia,Republican,On the BallotPrimary
11590,WestVirginia,Unknown,Mike Stuart,Attorney General of West Virginia,Republican,On the BallotPrimary
11591,WestVirginia,Unknown,Richie Robb,Attorney General of West Virginia,Democratic,On the BallotPrimary
11592,WestVirginia,Unknown,Teresa Toriseva,Attorney General of West Virginia,Democratic,On the BallotPrimary
11593,WestVirginia,Unknown,Ken Reed,West Virginia Secretary of State,Republican,On the BallotPrimary
11594,WestVirginia,Unknown,"Douglas Skaff, Jr.",West Virginia Secretary of State,Republican,On the BallotPrimary
11595,WestVirginia,Unknown,Kris Warner,West Virginia Secretary of State,Republican,On the BallotPrimary
11596,WestVirginia,Unknown,Brian Wood,West Virginia Secretary of State,Republican,On the BallotPrimary
11597,WestVirginia,Unknown,Thornton Cooper,West Virginia Secretary of State,Democratic,On the BallotPrimary
11598,WestVirginia,Unknown,Kent LeonhardtIncumbent,West Virginia Commissioner of Agriculture,Republican,On the BallotPrimary
11599,WestVirginia,Unknown,Joshua Higginbotham,West Virginia Commissioner of Agriculture,Republican,On the BallotPrimary
11600,WestVirginia,Unknown,Roy L. Ramey,West Virginia Commissioner of Agriculture,Republican,On the BallotPrimary
11601,WestVirginia,Unknown,Deborah Styles,West Virginia Commissioner of Agriculture,Democratic,On the BallotPrimary
11602,WestVirginia,Unknown,Caleb Hanna,West Virginia State Auditor,Republican,On the BallotPrimary
11603,WestVirginia,Unknown,Eric Householder,West Virginia State Auditor,Republican,On the BallotPrimary
11604,WestVirginia,Unknown,Mark Hunt,West Virginia State Auditor,Republican,On the BallotPrimary
11605,WestVirginia,Unknown,Tricia Jackson,West Virginia State Auditor,Republican,On the BallotPrimary
11606,WestVirginia,Unknown,Mary Ann Claytor,West Virginia State Auditor,Democratic,On the BallotPrimary
11607,WestVirginia,Unknown,Larry Pack,West Virginia Treasurer,Republican,On the BallotPrimary
11608,WestVirginia,Unknown,Ryan WeldIncumbent,West Virginia State Senate District 1,Republican,On the BallotPrimary
11609,WestVirginia,Unknown,Scott Adams,West Virginia State Senate District 1,Republican,On the BallotPrimary
11610,WestVirginia,Unknown,Mike MaroneyIncumbent,West Virginia State Senate District 2,Republican,On the BallotPrimary
11611,WestVirginia,Unknown,Christopher Rose,West Virginia State Senate District 2,Republican,On the BallotPrimary
11612,WestVirginia,Unknown,Donna BoleyIncumbent,West Virginia State Senate District 3,Republican,On the BallotPrimary
11613,WestVirginia,Unknown,Amy Nichole GradyIncumbent,West Virginia State Senate District 4,Republican,On the BallotPrimary
11614,WestVirginia,Unknown,Dwayne Russell,West Virginia State Senate District 4,Democratic,On the BallotPrimary
11615,WestVirginia,Unknown,Scott Fuller,West Virginia State Senate District 5,Republican,On the BallotPrimary
11616,WestVirginia,Unknown,Josh Mathis,West Virginia State Senate District 5,Republican,On the BallotPrimary
11617,WestVirginia,Unknown,Dallas Thacker,West Virginia State Senate District 5,Republican,On the BallotPrimary
11618,WestVirginia,Unknown,Ric Griffith,West Virginia State Senate District 5,Democratic,On the BallotPrimary
11619,WestVirginia,Unknown,Chandler SwopeIncumbent,West Virginia State Senate District 6,Republican,On the BallotPrimary
11620,WestVirginia,Unknown,Craig Hart,West Virginia State Senate District 6,Republican,On the BallotPrimary
11621,WestVirginia,Unknown,Eric Porterfield,West Virginia State Senate District 6,Republican,On the BallotPrimary
11622,WestVirginia,Unknown,Randall Fowler,West Virginia State Senate District 6,Democratic,On the BallotPrimary
11623,WestVirginia,Unknown,Rupie PhillipsIncumbent,West Virginia State Senate District 7,Republican,On the BallotPrimary
11624,WestVirginia,Unknown,Glenn JeffriesIncumbent,West Virginia State Senate District 8,Republican,On the BallotPrimary
11625,WestVirginia,Unknown,Brian Helton,West Virginia State Senate District 9,Republican,On the BallotPrimary
11626,WestVirginia,Unknown,Christy Cardwell,West Virginia State Senate District 9,Democratic,On the BallotPrimary
11627,WestVirginia,Unknown,Jack WoodrumIncumbent,West Virginia State Senate District 10,Republican,On the BallotPrimary
11628,WestVirginia,Unknown,Robert KarnesIncumbent,West Virginia State Senate District 11,Republican,On the BallotPrimary
11629,WestVirginia,Unknown,Robbie Morris,West Virginia State Senate District 11,Republican,On the BallotPrimary
11630,WestVirginia,Unknown,Mandy Smith Weirich,West Virginia State Senate District 11,Democratic,On the BallotPrimary
11631,WestVirginia,Unknown,Patrick MartinIncumbent,West Virginia State Senate District 12,Republican,On the BallotPrimary
11632,WestVirginia,Unknown,Jonathan Board,West Virginia State Senate District 13,Republican,On the Ballot(unofficially withdrew)Primary
11633,WestVirginia,Unknown,Joey Garcia,West Virginia State Senate District 13,Democratic,On the BallotPrimary
11634,WestVirginia,Unknown,Randy E. SmithIncumbent,West Virginia State Senate District 14,Republican,On the BallotPrimary
11635,WestVirginia,Unknown,Betsy Orndoff-Sayers,West Virginia State Senate District 14,Mountain Party,On the BallotPrimary
11636,WestVirginia,Unknown,Craig BlairIncumbent,West Virginia State Senate District 15,Republican,On the BallotPrimary
11637,WestVirginia,Unknown,Michael Folk,West Virginia State Senate District 15,Republican,On the BallotPrimary
11638,WestVirginia,Unknown,Tom Willis,West Virginia State Senate District 15,Republican,On the BallotPrimary
11639,WestVirginia,Unknown,Anthony Murray,West Virginia State Senate District 15,Democratic,On the BallotPrimary
11640,WestVirginia,Unknown,Patricia RuckerIncumbent,West Virginia State Senate District 16,Republican,On the BallotPrimary
11641,WestVirginia,Unknown,Paul Espinosa,West Virginia State Senate District 16,Republican,On the BallotPrimary
11642,WestVirginia,Unknown,John Doyle,West Virginia State Senate District 16,Democratic,On the BallotPrimary
11643,WestVirginia,Unknown,Eric NelsonIncumbent,West Virginia State Senate District 17,Republican,On the BallotPrimary
11644,WestVirginia,Unknown,Chris Pritt,West Virginia State Senate District 17,Republican,On the BallotPrimary
11645,WestVirginia,Unknown,Bil Lepp,West Virginia State Senate District 17,Democratic,On the BallotPrimary
11646,WestVirginia,Unknown,Pat McGeehanIncumbent,West Virginia House of Delegates District 1,Republican,On the BallotPrimary
11647,WestVirginia,Unknown,Mark ZatezaloIncumbent,West Virginia House of Delegates District 2,Republican,On the BallotPrimary
11648,WestVirginia,Unknown,Michele Slates,West Virginia House of Delegates District 2,Republican,On the BallotPrimary
11649,WestVirginia,Unknown,Olivia Dowler,West Virginia House of Delegates District 2,Democratic,On the BallotPrimary
11650,WestVirginia,Unknown,Jimmy WillisIncumbent,West Virginia House of Delegates District 3,Republican,On the BallotPrimary
11651,WestVirginia,Unknown,David Cantrell,West Virginia House of Delegates District 3,Democratic,On the BallotPrimary
11652,WestVirginia,Unknown,Diana WinzenreidIncumbent,West Virginia House of Delegates District 4,Republican,On the BallotPrimary
11653,WestVirginia,Unknown,Bill Flanigan,West Virginia House of Delegates District 4,Republican,On the BallotPrimary
11654,WestVirginia,Unknown,Jonathan Haught,West Virginia House of Delegates District 4,Democratic,On the BallotPrimary
11655,WestVirginia,Unknown,Shawn FluhartyIncumbent,West Virginia House of Delegates District 5,Democratic,On the BallotPrimary
11656,WestVirginia,Unknown,Thomas Salkovick,West Virginia House of Delegates District 5,Republican,On the BallotPrimary
11657,WestVirginia,Unknown,Jeffrey StephensIncumbent,West Virginia House of Delegates District 6,Republican,On the BallotPrimary
11658,WestVirginia,Unknown,Jason Padlow,West Virginia House of Delegates District 6,Republican,On the BallotPrimary
11659,WestVirginia,Unknown,Charles SheedyIncumbent,West Virginia House of Delegates District 7,Republican,On the BallotPrimary
11660,WestVirginia,Unknown,Devon Tennant,West Virginia House of Delegates District 7,Democratic,On the BallotPrimary
11661,WestVirginia,Unknown,David KellyIncumbent,West Virginia House of Delegates District 8,Republican,On the BallotPrimary
11662,WestVirginia,Unknown,Dave Shelton,West Virginia House of Delegates District 8,Republican,On the BallotPrimary
11663,WestVirginia,Unknown,Trenton BarnhartIncumbent,West Virginia House of Delegates District 9,Republican,On the BallotPrimary
11664,WestVirginia,Unknown,Everette AndersonIncumbent,West Virginia House of Delegates District 10,Republican,On the BallotPrimary
11665,WestVirginia,Unknown,Bob FehrenbacherIncumbent,West Virginia House of Delegates District 11,Republican,On the BallotPrimary
11666,WestVirginia,Unknown,Vernon CrissIncumbent,West Virginia House of Delegates District 12,Republican,On the BallotPrimary
11667,WestVirginia,Unknown,Scot HeckertIncumbent,West Virginia House of Delegates District 13,Republican,On the BallotPrimary
11668,WestVirginia,Unknown,Dave FogginIncumbent,West Virginia House of Delegates District 14,Republican,On the BallotPrimary
11669,WestVirginia,Unknown,Jim Marion,West Virginia House of Delegates District 14,Democratic,On the BallotPrimary
11670,WestVirginia,Unknown,Erica MooreIncumbent,West Virginia House of Delegates District 15,Republican,On the BallotPrimary
11671,WestVirginia,Unknown,Rick Atkinson,West Virginia House of Delegates District 15,Republican,On the BallotPrimary
11672,WestVirginia,Unknown,JuliAnna Penfold,West Virginia House of Delegates District 15,Democratic,On the BallotPrimary
11673,WestVirginia,Unknown,Randy Halstead,West Virginia House of Delegates District 16,Republican,On the BallotPrimary
11674,WestVirginia,Unknown,Trey Jones,West Virginia House of Delegates District 16,Republican,On the BallotPrimary
11675,WestVirginia,Unknown,Joe Parsons,West Virginia House of Delegates District 16,Republican,On the BallotPrimary
11676,WestVirginia,Unknown,Jonathan PinsonIncumbent,West Virginia House of Delegates District 17,Republican,On the BallotPrimary
11677,WestVirginia,Unknown,Adam Roush,West Virginia House of Delegates District 17,Republican,On the BallotPrimary
11678,WestVirginia,Unknown,Jim ButlerIncumbent,West Virginia House of Delegates District 18,Republican,On the BallotPrimary
11679,WestVirginia,Unknown,Andrea Meadows,West Virginia House of Delegates District 18,Democratic,On the BallotPrimary
11680,WestVirginia,Unknown,Kathie Hess CrouseIncumbent,West Virginia House of Delegates District 19,Republican,On the BallotPrimary
11681,WestVirginia,Unknown,Debbie Deweese,West Virginia House of Delegates District 19,Republican,On the BallotPrimary
11682,WestVirginia,Unknown,Sarah Drennan,West Virginia House of Delegates District 20,Republican,On the BallotPrimary
11683,WestVirginia,Unknown,Jacob Losh,West Virginia House of Delegates District 20,Republican,On the BallotPrimary
11684,WestVirginia,Unknown,Steve Patrick,West Virginia House of Delegates District 20,Democratic,On the BallotPrimary
11685,WestVirginia,Unknown,Jarred CannonIncumbent,West Virginia House of Delegates District 21,Republican,On the BallotPrimary
11686,WestVirginia,Unknown,Michael Mosteller II,West Virginia House of Delegates District 21,Democratic,On the BallotPrimary
11687,WestVirginia,Unknown,Daniel LinvilleIncumbent,West Virginia House of Delegates District 22,Republican,On the BallotPrimary
11688,WestVirginia,Unknown,Aaron Holley,West Virginia House of Delegates District 22,Republican,On the BallotPrimary
11689,WestVirginia,Unknown,Evan WorrellIncumbent,West Virginia House of Delegates District 23,Republican,On the BallotPrimary
11690,WestVirginia,Unknown,Amanda Beach-Burge,West Virginia House of Delegates District 23,Democratic,On the BallotPrimary
11691,WestVirginia,Unknown,Patrick LucasIncumbent,West Virginia House of Delegates District 24,Republican,On the BallotPrimary
11692,WestVirginia,Unknown,Billy Wray,West Virginia House of Delegates District 24,Democratic,On the BallotPrimary
11693,WestVirginia,Unknown,Sean HornbuckleIncumbent,West Virginia House of Delegates District 25,Democratic,On the BallotPrimary
11694,WestVirginia,Unknown,Connie Beaty,West Virginia House of Delegates District 25,Republican,On the BallotPrimary
11695,WestVirginia,Unknown,Matthew RohrbachIncumbent,West Virginia House of Delegates District 26,Republican,On the BallotPrimary
11696,WestVirginia,Unknown,Michael Amos,West Virginia House of Delegates District 27,Republican,On the BallotPrimary
11697,WestVirginia,Unknown,Jeff Maynard,West Virginia House of Delegates District 27,Republican,On the BallotPrimary
11698,WestVirginia,Unknown,Gina Milum,West Virginia House of Delegates District 27,Democratic,On the BallotPrimary
11699,WestVirginia,Unknown,Craig Carpenter II,West Virginia House of Delegates District 27,Libertarian,On the BallotPrimary
11700,WestVirginia,Unknown,Ryan Browning,West Virginia House of Delegates District 28,Republican,On the BallotPrimary
11701,WestVirginia,Unknown,Jason Stephens,West Virginia House of Delegates District 28,Republican,On the BallotPrimary
11702,WestVirginia,Unknown,Samantha Stephens,West Virginia House of Delegates District 28,Republican,On the BallotPrimary
11703,WestVirginia,Unknown,Henry DillonIncumbent,West Virginia House of Delegates District 29,Republican,On the BallotPrimary
11704,WestVirginia,Unknown,Nate Randolph,West Virginia House of Delegates District 29,Republican,On the BallotPrimary
11705,WestVirginia,Unknown,Wayne Williamson,West Virginia House of Delegates District 29,Democratic,On the BallotPrimary
11706,WestVirginia,Unknown,David AdkinsIncumbent,West Virginia House of Delegates District 30,Republican,On the BallotPrimary
11707,WestVirginia,Unknown,Jeff Eldridge,West Virginia House of Delegates District 30,Republican,On the BallotPrimary
11708,WestVirginia,Unknown,Britney Brogan,West Virginia House of Delegates District 30,Democratic,On the BallotPrimary
11709,WestVirginia,Unknown,Margitta MazzocchiIncumbent,West Virginia House of Delegates District 31,Republican,On the BallotPrimary
11710,WestVirginia,Unknown,Josh HolsteinIncumbent,West Virginia House of Delegates District 32,Republican,On the BallotPrimary
11711,WestVirginia,Unknown,April Estep,West Virginia House of Delegates District 32,Democratic,On the BallotPrimary
11712,WestVirginia,Unknown,Jordan BridgesIncumbent,West Virginia House of Delegates District 33,Republican,On the BallotPrimary
11713,WestVirginia,Unknown,George Howes,West Virginia House of Delegates District 33,Democratic,On the BallotPrimary
11714,WestVirginia,Unknown,Mark DeanIncumbent,West Virginia House of Delegates District 34,Republican,On the BallotPrimary
11715,WestVirginia,Unknown,Gavin Dillon,West Virginia House of Delegates District 34,Republican,On the BallotPrimary
11716,WestVirginia,Unknown,John White,West Virginia House of Delegates District 34,Republican,On the BallotPrimary
11717,WestVirginia,Unknown,Adam VanceIncumbent,West Virginia House of Delegates District 35,Republican,On the BallotPrimary
11718,WestVirginia,Unknown,S. David GreenIncumbent,West Virginia House of Delegates District 36,Republican,On the BallotPrimary
11719,WestVirginia,Unknown,Tiffany Clemins,West Virginia House of Delegates District 36,Democratic,On the BallotPrimary
11720,WestVirginia,Unknown,Marty GearheartIncumbent,West Virginia House of Delegates District 37,Republican,On the BallotPrimary
11721,WestVirginia,Unknown,Polla McClellan Rumberg,West Virginia House of Delegates District 37,Democratic,On the BallotPrimary
11722,WestVirginia,Unknown,Joe EllingtonIncumbent,West Virginia House of Delegates District 38,Republican,On the BallotPrimary
11723,WestVirginia,Unknown,Randa Faulkner,West Virginia House of Delegates District 38,Democratic,On the BallotPrimary
11724,WestVirginia,Unknown,Doug SmithIncumbent,West Virginia House of Delegates District 39,Republican,On the BallotPrimary
11725,WestVirginia,Unknown,Neal Vestal,West Virginia House of Delegates District 39,Democratic,On the BallotPrimary
11726,WestVirginia,Unknown,Roy G. CooperIncumbent,West Virginia House of Delegates District 40,Republican,On the BallotPrimary
11727,WestVirginia,Unknown,Jonathon Fain,West Virginia House of Delegates District 40,Republican,On the BallotPrimary
11728,WestVirginia,Unknown,Jim McNeely,West Virginia House of Delegates District 40,Democratic,On the BallotPrimary
11729,WestVirginia,Unknown,Jordan MaynorIncumbent,West Virginia House of Delegates District 41,Republican,On the BallotPrimary
11730,WestVirginia,Unknown,Anna Ferraraccio,West Virginia House of Delegates District 41,Democratic,On the BallotPrimary
11731,WestVirginia,Unknown,Brandon SteeleIncumbent,West Virginia House of Delegates District 42,Republican,On the BallotPrimary
11732,WestVirginia,Unknown,Addam Gibson,West Virginia House of Delegates District 42,Democratic,On the BallotPrimary
11733,WestVirginia,Unknown,Christopher ToneyIncumbent,West Virginia House of Delegates District 43,Republican,On the BallotPrimary
11734,WestVirginia,Unknown,Carl Roop,West Virginia House of Delegates District 44,Republican,On the BallotPrimary
11735,WestVirginia,Unknown,Tony O. Martin,West Virginia House of Delegates District 44,Democratic,On the BallotPrimary
11736,WestVirginia,Unknown,Eric BrooksIncumbent,West Virginia House of Delegates District 45,Republican,On the BallotPrimary
11737,WestVirginia,Unknown,Jeff CampbellIncumbent,West Virginia House of Delegates District 46,Republican,On the BallotPrimary
11738,WestVirginia,Unknown,Trey Ewing,West Virginia House of Delegates District 46,Republican,On the BallotPrimary
11739,WestVirginia,Unknown,Thomas Perkins,West Virginia House of Delegates District 46,Republican,On the BallotPrimary
11740,WestVirginia,Unknown,Paul Detch,West Virginia House of Delegates District 46,Democratic,On the BallotPrimary
11741,WestVirginia,Unknown,George Ambler,West Virginia House of Delegates District 47,Republican,On the BallotPrimary
11742,WestVirginia,Unknown,Denny Canterbury Jr.,West Virginia House of Delegates District 47,Republican,On the BallotPrimary
11743,WestVirginia,Unknown,Stephen Snyder,West Virginia House of Delegates District 47,Republican,On the BallotPrimary
11744,WestVirginia,Unknown,Kayla McCoy,West Virginia House of Delegates District 47,Democratic,On the BallotPrimary
11745,WestVirginia,Unknown,Roger Vannoy,West Virginia House of Delegates District 47,Democratic,On the BallotPrimary
11746,WestVirginia,Unknown,Tom ClarkIncumbent,West Virginia House of Delegates District 48,Republican,On the BallotPrimary
11747,WestVirginia,Unknown,Devin Spinks,West Virginia House of Delegates District 48,Democratic,On the BallotPrimary
11748,WestVirginia,Unknown,Heather TullyIncumbent,West Virginia House of Delegates District 49,Republican,On the BallotPrimary
11749,WestVirginia,Unknown,Stanley Adkins,West Virginia House of Delegates District 49,Republican,On the BallotPrimary
11750,WestVirginia,Unknown,Jean Nutter,West Virginia House of Delegates District 49,Democratic,On the BallotPrimary
11751,WestVirginia,Unknown,David PrittIncumbent,West Virginia House of Delegates District 50,Republican,On the BallotPrimary
11752,WestVirginia,Unknown,Jerry Allen,West Virginia House of Delegates District 50,Democratic,On the BallotPrimary
11753,WestVirginia,Unknown,Marshall Clay,West Virginia House of Delegates District 51,Republican,On the BallotPrimary
11754,WestVirginia,Unknown,Dan Hill,West Virginia House of Delegates District 51,Republican,On the BallotPrimary
11755,WestVirginia,Unknown,Robyn Kincaid,West Virginia House of Delegates District 51,Democratic,On the BallotPrimary
11756,WestVirginia,Unknown,Jack Thompson,West Virginia House of Delegates District 51,Democratic,On the BallotPrimary
11757,WestVirginia,Unknown,Tresa Howell,West Virginia House of Delegates District 52,Republican,On the BallotPrimary
11758,WestVirginia,Unknown,Gregory Ingram,West Virginia House of Delegates District 52,Republican,On the BallotPrimary
11759,WestVirginia,Unknown,Thomas Jones,West Virginia House of Delegates District 52,Democratic,On the BallotPrimary
11760,WestVirginia,Unknown,Terry Burns,West Virginia House of Delegates District 53,Republican,On the BallotPrimary
11761,WestVirginia,Unknown,Tristan Leavitt,West Virginia House of Delegates District 53,Republican,On the BallotPrimary
11762,WestVirginia,Unknown,Chris Smith,West Virginia House of Delegates District 53,Democratic,On the BallotPrimary
11763,WestVirginia,Unknown,Mike PushkinIncumbent,West Virginia House of Delegates District 54,Democratic,On the BallotPrimary
11764,WestVirginia,Unknown,Julien Aklei,West Virginia House of Delegates District 54,Republican,On the BallotPrimary
11765,WestVirginia,Unknown,JB AkersIncumbent,West Virginia House of Delegates District 55,Republican,On the BallotPrimary
11766,WestVirginia,Unknown,Linda Bodie,West Virginia House of Delegates District 55,Democratic,On the BallotPrimary
11767,WestVirginia,Unknown,Kayla YoungIncumbent,West Virginia House of Delegates District 56,Democratic,On the BallotPrimary
11768,WestVirginia,Unknown,Andrew Anderson,West Virginia House of Delegates District 56,Republican,On the BallotPrimary
11769,WestVirginia,Unknown,Hollis LewisIncumbent,West Virginia House of Delegates District 57,Democratic,On the BallotPrimary
11770,WestVirginia,Unknown,Ernest Blevins,West Virginia House of Delegates District 57,Republican,On the BallotPrimary
11771,WestVirginia,Unknown,Mark Carter,West Virginia House of Delegates District 57,Republican,On the BallotPrimary
11772,WestVirginia,Unknown,Aaron Neil,West Virginia House of Delegates District 57,Republican,On the BallotPrimary
11773,WestVirginia,Unknown,Walter HallIncumbent,West Virginia House of Delegates District 58,Republican,On the BallotPrimary
11774,WestVirginia,Unknown,Andy ShamblinIncumbent,West Virginia House of Delegates District 59,Republican,On the BallotPrimary
11775,WestVirginia,Unknown,Dana FerrellIncumbent,West Virginia House of Delegates District 60,Republican,On the BallotPrimary
11776,WestVirginia,Unknown,Dean JeffriesIncumbent,West Virginia House of Delegates District 61,Republican,On the BallotPrimary
11777,WestVirginia,Unknown,Roger HanshawIncumbent,West Virginia House of Delegates District 62,Republican,On the BallotPrimary
11778,WestVirginia,Unknown,Justin Bordas,West Virginia House of Delegates District 62,Republican,On the BallotPrimary
11779,WestVirginia,Unknown,Laura McGinnis,West Virginia House of Delegates District 62,Republican,On the BallotPrimary
11780,WestVirginia,Unknown,Lori Cowger DittmanIncumbent,West Virginia House of Delegates District 63,Republican,On the BallotPrimary
11781,WestVirginia,Unknown,Adam BurkhammerIncumbent,West Virginia House of Delegates District 64,Republican,On the BallotPrimary
11782,WestVirginia,Unknown,Carl MartinIncumbent,West Virginia House of Delegates District 65,Republican,On the BallotPrimary
11783,WestVirginia,Unknown,Matthew Kerner,West Virginia House of Delegates District 65,Democratic,On the BallotPrimary
11784,WestVirginia,Unknown,Jonathan Kyle,West Virginia House of Delegates District 66,Republican,On the BallotPrimary
11785,WestVirginia,Unknown,Dama Nestor,West Virginia House of Delegates District 66,Democratic,On the BallotPrimary
11786,WestVirginia,Unknown,Elias Coop-GonzalezIncumbent,West Virginia House of Delegates District 67,Republican,On the BallotPrimary
11787,WestVirginia,Unknown,Cody Thompson,West Virginia House of Delegates District 67,Democratic,On the BallotPrimary
11788,WestVirginia,Unknown,Chris PhillipsIncumbent,West Virginia House of Delegates District 68,Republican,On the BallotPrimary
11789,WestVirginia,Unknown,David Critchfield,West Virginia House of Delegates District 68,Republican,On the BallotPrimary
11790,WestVirginia,Unknown,Keith MarpleIncumbent,West Virginia House of Delegates District 69,Republican,On the BallotPrimary
11791,WestVirginia,Unknown,Danny Hamrick,West Virginia House of Delegates District 69,Republican,On the BallotPrimary
11792,WestVirginia,Unknown,Mickey PetittoIncumbent,West Virginia House of Delegates District 70,Republican,On the BallotPrimary
11793,WestVirginia,Unknown,Morgan Earp,West Virginia House of Delegates District 70,Democratic,On the BallotPrimary
11794,WestVirginia,Unknown,Laura KimbleIncumbent,West Virginia House of Delegates District 71,Republican,On the BallotPrimary
11795,WestVirginia,Unknown,Clay RileyIncumbent,West Virginia House of Delegates District 72,Republican,On the BallotPrimary
11796,WestVirginia,Unknown,Fred Guidi,West Virginia House of Delegates District 73,Republican,On the BallotPrimary
11797,WestVirginia,Unknown,Bryan Smith,West Virginia House of Delegates District 73,Republican,On the BallotPrimary
11798,WestVirginia,Unknown,Richard Wolfe,West Virginia House of Delegates District 73,Republican,On the BallotPrimary
11799,WestVirginia,Unknown,Mike DeVaultIncumbent,West Virginia House of Delegates District 74,Republican,On the BallotPrimary
11800,WestVirginia,Unknown,Frankie Delapas,West Virginia House of Delegates District 74,Democratic,On the BallotPrimary
11801,WestVirginia,Unknown,Phil MallowIncumbent,West Virginia House of Delegates District 75,Republican,On the BallotPrimary
11802,WestVirginia,Unknown,David Kennedy,West Virginia House of Delegates District 75,Republican,On the BallotPrimary
11803,WestVirginia,Unknown,Stephanie Spears Tomana,West Virginia House of Delegates District 75,Democratic,On the BallotPrimary
11804,WestVirginia,Unknown,Jon Dodds,West Virginia House of Delegates District 76,Republican,On the BallotPrimary
11805,WestVirginia,Unknown,Toby Heaney,West Virginia House of Delegates District 76,Republican,On the BallotPrimary
11806,WestVirginia,Unknown,Rick Garcia,West Virginia House of Delegates District 76,Democratic,On the BallotPrimary
11807,WestVirginia,Unknown,Tom Mainella,West Virginia House of Delegates District 76,Democratic,On the BallotPrimary
11808,WestVirginia,Unknown,Joe StatlerIncumbent,West Virginia House of Delegates District 77,Republican,On the BallotPrimary
11809,WestVirginia,Unknown,Eugene ChiarelliIncumbent,West Virginia House of Delegates District 78,Republican,On the BallotPrimary
11810,WestVirginia,Unknown,Diane Market Gaston,West Virginia House of Delegates District 78,Democratic,On the BallotPrimary
11811,WestVirginia,Unknown,Evan HansenIncumbent,West Virginia House of Delegates District 79,Democratic,On the BallotPrimary
11812,WestVirginia,Unknown,John WilliamsIncumbent,West Virginia House of Delegates District 80,Democratic,On the BallotPrimary
11813,WestVirginia,Unknown,Summer Hartley,West Virginia House of Delegates District 80,Republican,On the BallotPrimary
11814,WestVirginia,Unknown,Anitra HamiltonIncumbent,West Virginia House of Delegates District 81,Democratic,On the BallotPrimary
11815,WestVirginia,Unknown,David McCormick,West Virginia House of Delegates District 82,Republican,On the BallotPrimary
11816,WestVirginia,Unknown,Bill Reger-Nash,West Virginia House of Delegates District 82,Democratic,On the BallotPrimary
11817,WestVirginia,Unknown,Mai-Lyn Sadler,West Virginia House of Delegates District 82,Democratic,On the BallotPrimary
11818,WestVirginia,Unknown,George StreetIncumbent,West Virginia House of Delegates District 83,Republican,On the BallotPrimary
11819,WestVirginia,Unknown,D.R. JenningsIncumbent,West Virginia House of Delegates District 84,Republican,On the BallotPrimary
11820,WestVirginia,Unknown,Justin Hough,West Virginia House of Delegates District 84,Republican,On the BallotPrimary
11821,WestVirginia,Unknown,John Paul Hott IIIncumbent,West Virginia House of Delegates District 85,Republican,On the BallotPrimary
11822,WestVirginia,Unknown,Anthony Prato,West Virginia House of Delegates District 85,Republican,On the BallotPrimary
